fish_id	genotype	exp_date	line	age	sex	weight_gr	length_cm	Min_Time_under_tricaine	dpf	dob	HRMA date	User	Tank_mates	Notes	Domain	Frame	Age	Line	domain	inflow_avg_1	inflow_avg_2	inflow_avg_3	outflow_avg_1	outflow_avg_2	outflow_avg_3	HR_1	HR_2	HR_3	Vs_1	Vs_2	Vs_3	Vd_1	Vd_2	Vd_3	As_1	As_2	As_3	Ad_1	Ad_2	Ad_3
5	HET	2021-08-15	ATR1-3del	5month	M	0.223	2.841	0.213194444444444	183	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Callie	4		ATR1	inframe	5	ATR1_IN_3	ATR1	125.685224	122.462528	123.656062	-146.031726	-141.661555	-130.809431	176.271186	177.272727	182.048040	0.328743	0.382208	0.119085	0.686309	0.738011	0.380390	0.629625	0.678607	0.321946	0.974562	1.007587	0.668185
5	HET	2021-09-13	SET-6del	5month	F	0.279	3.196	0.236805555555556	163	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6		SET	inframe	5	SET_IN_6	SET	90.064162	76.560670	81.143503	-83.708919	-87.853466	-78.773611	138.248848	166.666667	153.846154	0.269281	0.298465	0.312524	0.524283	0.448058	0.560157	0.528465	0.563908	0.554508	0.864587	0.792415	0.895621
5	HET	2021-09-14	SET-13del	5month	M	0.115	2.354	0.20625	164	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6	small	SET	outframe	5	SET_OUT_13	SET	93.456776	77.701594	96.679486	-90.243926	-70.859454	-71.780842	85.612366	130.151844	114.285714	0.267763	0.280363	0.245362	0.569363	0.602458	0.609203	0.526892	0.521150	0.485441	0.873836	0.951654	0.923474
5	HET	2021-10-18	HMG-4del2ins	3month	F	0.158	2.501	0.164583333333333	93	2021-07-18T00:00:00Z	2021-09-29T00:00:00Z	Callie	5		HMG	outframe	3	HMG_OUT_4del2ins	HMG	112.044154	140.271475	137.216159	-102.885916	-89.061430	-73.666557	97.560976	95.389507	99.722992	0.245870	0.283646	0.250599	0.496422	0.555657	0.536925	0.518077	0.529314	0.497170	0.818498	0.867056	0.829002
5	MUT	2022-09-15	ATR1-16del	5month	M	0.236			138	2022-05-01T00:00:00Z	2022-07-24T00:00:00Z	Callie			ATR1	outframe	5	ATR1_OUT_16	ATR1	201.694463	239.206051	204.143332	-131.726832	-129.092274	-133.922259	95.238095	118.226601	106.194690	0.791045	0.723406	0.534510	1.135625	1.025725	0.993890	1.045913	1.125350	0.876425	1.411554	1.389017	1.338656
5	WT	2021-12-14	SET-13del	3month	M	0.208	2.738	0.15625	115	2021-08-22T00:00:00Z	2021-10-24T00:00:00Z	Callie	7		SET	outframe	3	SET_OUT_13	SET	154.999724	149.666061	151.695224	-160.606102	-151.808147	-157.989788	94.117647	107.462687	111.524164	0.245981	0.238030	0.231544	0.494593	0.492620	0.505139	0.519125	0.463773	0.487658	0.786658	0.792227	0.821406
5	WT	2022-09-15	ATR1-3del	5month	M	0.354	2.738		138	2022-05-01T00:00:00Z	2022-07-22T00:00:00Z	Callie			ATR1	Inframe	5	ATR1_IN_3	ATR1	282.060564	318.681769	296.864789	-118.446844	-137.398310		82.474227	61.696658	115.384615	0.688202	0.768470	0.872130	1.133357	1.181430	1.208773	0.952966	1.028673	1.090197	1.383964	1.461590	1.456517
6	MUT	2021-06-24	ATR1-16del	3month	M	0.273	3.15	0.182638888888889	131	2021-02-14T00:00:00Z	2021-06-02T00:00:00Z	Angie	5		ATR1	outframe	3	ATR1_OUT_16	ATR1	143.711342	143.438649	140.439005	-90.535369	-93.262356	-89.955912	96.000000	97.035040	97.428958	0.518261	0.459004	0.423812	0.818749	0.769162	0.732645	0.817010	0.749372	0.707858	1.158135	1.105405	1.027956
6	MUT	2021-06-29	ATR1-3del	3month	M	0.215	2.88	5.34	136	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Angie	3		ATR1	inframe	3	ATR1_IN_3	ATR1	147.393494	140.900385	142.523656	-106.427889	-103.627150	-99.226011	117.073171	123.076923	122.199593	0.226937	0.218564	0.246222	0.462152	0.418893	0.459437	0.468471	0.459417	0.510076	0.814218	0.762764	0.814877
6	MUT	2021-07-30	SET-6del	3month	F	0.133	2.533	0.238888888888889	118	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	7	heart bulge	SET	inframe	3	SET_IN_6	SET	47.484818	49.141391	47.414686	-72.870933	-77.847749	-78.745977	142.348754	144.082333	156.097561	6.186762	6.950886	5.924516	7.020625	8.122309	7.817137	3.958644	4.313339	3.748728	4.316317	4.773114	4.637601
6	MUT	2021-07-31	SET-13del	3month	M	0.165	2.68	0.186805555555556	119	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	5		SET	outframe	3	SET_OUT_13	SET	181.169512	184.443759	185.262044	-179.310067	-179.678207	-178.090063	127.058824	120.150188	100.840336	0.677476	0.625195	0.660228	0.959856	0.962591	0.904033	0.930589	0.927541	0.906482	1.224731	1.248663	1.185219
6	MUT	2021-08-05	HMG-9del	5month	M	0.198	2.815	0.227777777777778	173	2021-02-14T00:00:00Z	2021-06-05T00:00:00Z	Callie	5		HMG	inframe	5	HMG_IN_9	HMG	123.445313	124.609078	138.484405	-59.427317	-60.538634	-57.488703	112.570356	138.728324	118.372380	0.277406	0.150457	0.204937	0.340507	0.188599	0.287149	0.496738	0.338580	0.423053	0.585962	0.408116	0.507268
6	MUT	2021-08-07	HMG-4del2ins	5month	M	0.243	2.616	0.19375	175	2021-02-14T00:00:00Z	2021-06-03T00:00:00Z	Callie	4	heart bulge	HMG	outframe	5	HMG_OUT_4del2ins	HMG	22.105549	36.483142	57.781751	-84.648078	-87.119227	-78.474532	86.227545	75.662043	76.271186	1.833082	1.962464	1.350293	2.040092	2.025747	1.934165	1.804996	1.820398	1.562493	1.952804	1.836697	1.857662
6	MUT	2021-08-11	ATR1-16del	5month	F	0.281	2.932	0.174305555555556	179	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Callie	6		ATR1	outframe	5	ATR1_OUT_16	ATR1	127.094335	124.430579	72.018922	-122.701986	-122.470945	-123.775405	88.560886	72.180451	89.552239	0.180111	0.195676	0.174089	0.451754	0.437271	0.481332	0.421178	0.416810	0.394484	0.710942	0.752778	0.752353
6	MUT	2021-08-15	ATR1-3del	5month	M	0.295	3.008	0.182638888888889	183	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Callie	3	m?f?	ATR1	inframe	5	ATR1_IN_3	ATR1	143.804404	138.576026	142.872926	-137.426466	-141.107591	-148.294414	84.269663	94.612352	92.024540	0.606678	0.608957	0.668055	0.974701	0.966138	0.998095	0.945310	0.863030	0.969116	1.332011	1.247026	1.258298
6	MUT	2021-09-13	SET-6del	5month	F	0.165	2.794	0.192361111111111	163	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	5		SET	inframe	5	SET_IN_6	SET	78.675842	78.530691	77.526675	-138.069812	-137.126296	-135.396485	154.340836	153.354633	148.148148	4.670598	6.690742	7.627598	6.479304	9.055966	8.671951	2.986724	3.764079	4.042130	3.971695	4.562132	4.256003
6	MUT	2021-09-14	SET-13del	5month	M	0.215	2.804	0.164583333333333	164	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6	no heart pheno	SET	outframe	5	SET_OUT_13	SET	117.941181	125.174927	121.149134	-67.531237	-67.196355	-68.585431	91.428571	80.536913	76.190476	0.713186	0.746036	0.729735	1.332088	1.324631	1.398567	1.058208	1.039920	1.042126	1.553202	1.528491	1.589357
6	MUT	2021-10-18	HMG-4del2ins	3month	F	0.167	2.41	0.174305555555556	93	2021-07-18T00:00:00Z	2021-09-29T00:00:00Z	Callie	8		HMG	outframe	3	HMG_OUT_4del2ins	HMG	150.630378	153.976981	149.754622	-78.617260	-79.470859	-75.544278	123.393316	106.824926	109.689214	0.217210	0.214376	0.251848	0.484473	0.479589	0.543716	0.463660	0.478893	0.525245	0.787705	0.862041	0.858270
6	MUT	2021-12-14	SET-13del	3month	M	0.225	2.879	0.2375	115	2021-08-22T00:00:00Z	2021-10-24T00:00:00Z	Callie	2	M?	SET	outframe	3	SET_OUT_13	SET	90.640910	76.453648	99.705063	-191.317513	-198.504945	-179.948205	137.404580	156.351792	157.894737	0.539680	0.587666	0.501350	0.867774	0.910441	0.853882	0.844559	0.917549	0.812150	1.187402	1.241630	1.243078
7	HET	2021-12-14	SET-13del	3month	M	0.185	2.749	0.2	115	2021-08-22T00:00:00Z	2021-10-24T00:00:00Z	Callie	6		SET	outframe	3	SET_OUT_13	SET	105.188308	111.519086	150.317555	-101.255097	-100.516108	-102.774227	163.636364	144.578313	140.625000	0.225219	0.277125	0.230198	0.460271	0.523841	0.441805	0.492592	0.511755	0.524429	0.747304	0.857380	0.757774
7	WT	2021-06-24	ATR1-16del	3month	M	0.238	3.072	0.220138888888889	131	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Angie	12		ATR1	outframe	3	ATR1_OUT_16	ATR1	135.273078	136.355266	121.838456	-49.212923	-48.346024	-49.212906	111.757858	94.488189	89.108911	0.280461	0.251585	0.271875	0.492263	0.462755	0.488046	0.562137	0.496836	0.540035	0.778570	0.787411	0.809180
7	WT	2021-06-29	ATR1-3del	3month	M	0.137	2.85	5.49	136	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Angie	4		ATR1	inframe	3	ATR1_IN_3	ATR1	129.212795	115.901922	119.658635	-112.007628	-119.474816	-116.570926	110.091743	117.359413	110.497238	0.201669	0.177358	0.162660	0.529479	0.487761	0.480428	0.429564	0.400199	0.399664	0.871579	0.805636	0.792986
7	WT	2021-07-30	SET-6del	3month	M	0.207	2.729	0.21875	118	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	8		SET	inframe	3	SET_IN_6	SET	90.201430	92.277182	94.352932	-81.655420	-80.288143	-77.477717	123.711340	114.528102	86.434574	0.360204	0.293171	0.299865	0.624369	0.530189	0.672802	0.594012	0.580401	0.568332	0.892174	0.844376	0.967774
7	WT	2021-07-31	SET-13del	3month	M	0.218	2.765	0.19375	119	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	8		SET	outframe	3	SET_OUT_13	SET	89.038351	86.175682	102.844751	-72.696513	-75.198963	-73.730433	102.564103	84.865629	94.915254	0.302943	0.363928	0.368128	0.687198	0.694757	0.663056	0.570534	0.626600	0.614361	0.988760	0.997342	0.981200
7	WT	2021-08-05	HMG-9del	5month	M	0.172	3	0.185416666666667	173	2021-02-14T00:00:00Z	2021-06-05T00:00:00Z	Callie	6		HMG	inframe	5	HMG_IN_9	HMG	150.658820	143.810689	143.810675	-55.995731	-53.241849	-46.510132	103.151862	93.126386	99.009901	0.298777	0.321767	0.306519	0.757926	0.681395	0.684787	0.546206	0.618591	0.551364	0.982135	1.002194	0.949030
7	WT	2021-08-07	HMG-4del2ins	5month	M	0.169	2.806	0.183333333333333	175	2021-02-14T00:00:00Z	2021-06-03T00:00:00Z	Callie	9	1inflow only	HMG	outframe	5	HMG_OUT_4del2ins	HMG	56.158870			-69.857931	-70.176937	-74.004770	71.005917			0.144598	0.150677	0.133988	0.347927	0.359124	0.349709	0.374725	0.340573	0.349815	0.652804	0.699709	0.655192
7	WT	2021-08-11	ATR1-16del	5month	F	0.254	2.917	0.202083333333333	179	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Callie	6		ATR1	outframe	5	ATR1_OUT_16	ATR1	189.797008	164.313628	153.766769	-52.313704	-38.852127	-39.620452	88.560886	95.364238	105.147864	0.413689	0.406407	0.460969	0.648814	0.697893	0.709845	0.699062	0.735005	0.736898	0.993105	1.045142	1.018994
7	WT	2021-08-15	ATR1-3del	5month	M	0.247	2.858	0.211111111111111	183	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Callie	4		ATR1	inframe	5	ATR1_IN_3	ATR1	119.594195	107.354389	110.205989	-84.543192	-100.199282	-102.089836	125.748503	130.257802	127.490040	0.353168	0.382811	0.350804	0.648457	0.663918	0.622234	0.633666	0.652577	0.590423	0.917597	0.908643	0.946669
7	WT	2021-09-13	SET-6del	5month	M	0.282	2.716	0.2	163	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	4		SET	inframe	5	SET_IN_6	SET	120.497979	107.374408	117.968602	-59.714165	-68.303169	-64.724438	99.526066	121.387283	116.788321	0.750804	0.671311	0.632641	1.041080	0.893834	0.905681	1.083961	0.948643	0.933833	1.394947	1.205463	1.073564
7	WT	2021-09-14	SET-13del	5month	M	0.34	3.304	0.19375	164	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6		SET	outframe	5	SET_OUT_13	SET	161.788343	167.361026	147.550989	-106.481010	-106.815337	-107.261080	110.091743	110.471807	101.694915	0.426174	0.415857	0.451339	0.768358	0.775337	0.782320	0.697415	0.726362	0.766242	1.076379	1.097618	1.096294
7	WT	2021-10-18	HMG-4del2ins	3month	M	0.137	2.46	0.166666666666667	93	2021-07-18T00:00:00Z	2021-09-29T00:00:00Z	Callie	9		HMG	outframe	3	HMG_OUT_4del2ins	HMG	136.359081	142.860354	136.945080	-92.068420	-90.730243	-110.229844	120.343840	115.523466	106.007067	0.197327	0.185205	0.181544	0.365093	0.347801	0.350665	0.404708	0.410419	0.451131	0.669891	0.663365	0.641116
7	WT	2021-10-24	HMG-9del	3month	M	0.115	2.531	0.19375	96	2021-07-21T00:00:00Z	2021-10-17T00:00:00Z	Callie	9		HMG	inframe	3	HMG_IN_9	HMG	187.282840	198.192808	192.687586	-59.469639	-64.208807	-61.208421	139.844617	129.032258	139.860140	0.296661	0.302319	0.276975	0.570946	0.530204	0.507967	0.550568	0.571782	0.522835	0.864720	0.847041	0.802221
8	HET	2021-06-24	ATR1-16del	3month	M	0.14	2.311	0.229166666666667	131	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Angie	8		ATR1	outframe	3	ATR1_OUT_16	ATR1	79.381222	81.117086	79.212338	-48.676421	-47.721980	-49.153633	129.032258	119.106700	112.676056	0.158764	0.177727	0.176604	0.405785	0.399947	0.396169	0.381672	0.394332	0.385673	0.681931	0.695909	0.683313
8	HET	2021-06-29	ATR1-3del	3month	M	0.224	3.18	4.54	136	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Angie	4		ATR1	inframe	3	ATR1_IN_3	ATR1	112.493047	103.796918	100.967779	-136.606342	-131.534707	-125.154332	99.009901	111.627907	117.647059	0.210092	0.294575	0.216861	0.555937	0.624367	0.563127	0.459226	0.563766	0.443236	0.880428	0.980091	0.869120
8	HET	2021-07-30	SET-6del	3month	M	0.212	2.701	0.231944444444444	118	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6		SET	inframe	3	SET_IN_6	SET	123.339983	111.176282	106.391847	-60.577961	-58.375140	-79.062953	99.408284	105.527638	105.448155	0.295885	0.268892	0.295642	0.617708	0.503153	0.619427	0.557756	0.518465	0.542302	0.866306	0.835794	0.891912
8	HET	2021-07-31	SET-13del	3month	M	0.224	2.581	0.159722222222222	119	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6		SET	outframe	3	SET_OUT_13	SET	172.980450	160.164157	151.200563	-105.284588	-89.296890	-111.300856	91.603053	101.694915	99.762470	0.313303	0.339826	0.326554	0.680940	0.624425	0.677579	0.567417	0.569464	0.599861	1.014458	0.906313	0.944446
8	HET	2021-08-05	HMG-9del	5month	M	0.253	2.191	0.221527777777778	173	2021-02-14T00:00:00Z	2021-06-05T00:00:00Z	Callie	5		HMG	inframe	5	HMG_IN_9	HMG	93.409443	83.345124	84.917635	-94.317403	-98.704249		83.333333	84.985836	97.402597	0.267506	0.219194	0.146889	0.443745	0.354278	0.276915	0.461383	0.439512	0.325173	0.652898	0.603319	0.534992
8	HET	2021-08-07	HMG-4del2ins	5month	M	0.21	2.551	0.239583333333333	175	2021-02-14T00:00:00Z	2021-06-03T00:00:00Z	Callie	4	2inflow only	HMG	outframe	5	HMG_OUT_4del2ins	HMG	103.769282	104.646552		-114.044015	-114.921307	-117.553043	64.171123	71.770335		0.246992	0.263821	0.284921	0.547650	0.582323	0.431196	0.507938	0.536575	0.541427	0.834481	0.881798	0.683939
8	HET	2021-08-11	ATR1-16del	5month	F	0.165	2.568	0.202777777777778	179	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Callie	12		ATR1	outframe	5	ATR1_OUT_16	ATR1	107.858031	104.467491	105.586473	-51.948348	-55.024226	-56.435084	112.299465	113.029827	109.090909	0.205581	0.175914	0.220963	0.436737	0.418409	0.486906	0.427729	0.422730	0.450157	0.719759	0.718391	0.757602
8	HET	2021-08-15	ATR1-3del	5month	M	0.205	2.722	0.201388888888889	183	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Callie	4		ATR1	inframe	5	ATR1_IN_3	ATR1	122.031682	121.312754	110.960825	-120.965932	-121.468063	-94.764013	106.007067	109.090909	132.450331	0.298314	0.359074	0.352316	0.683380	0.729093	0.764781	0.573353	0.673875	0.646444	0.967361	0.975515	1.021183
8	HET	2021-09-13	SET-6del	5month	M	0.287	2.747	0.172916666666667	163	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6		SET	inframe	5	SET_IN_6	SET	137.000487	118.158915	105.675307	-86.196970	-86.381020	-93.252255	146.938776	161.254199	145.234493	0.443079	0.520090	0.501152	0.962067	0.973490	0.922239	0.764379	0.775925	0.828651	1.252431	1.300151	1.269285
8	HET	2021-09-14	SET-13del	5month	M	0.258	2.809	0.186111111111111	164	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6		SET	outframe	5	SET_OUT_13	SET	122.804485	133.239706	132.136838	-117.279966	-119.900568	-121.584300	113.924051	122.033898	118.811881	0.509470	0.475428	0.516248	0.828850	0.799316	0.873167	0.820915	0.790955	0.776989	1.054412	1.098647	1.129294
8	HET	2021-10-18	HMG-4del2ins	3month	M	0.162	2.542	0.238888888888889	93	2021-07-18T00:00:00Z	2021-09-29T00:00:00Z	Callie	5	Inflow capture sucked	HMG	outframe	3	HMG_OUT_4del2ins	HMG	100.164862	103.871154	92.048440	-97.978002	-98.614201	-97.292811	95.238095	98.360656	105.882353	0.196770	0.214241	0.194333	0.448234	0.470070	0.452063	0.449315	0.472651	0.441411	0.797294	0.790806	0.778414
8	HET	2021-10-24	HMG-9del	3month	M	0.239	3.153	0.170833333333333	96	2021-07-21T00:00:00Z	2021-10-17T00:00:00Z	Callie	3		HMG	inframe	3	HMG_IN_9	HMG	88.637865	106.537982	105.297866	-96.971745	-100.161600	-98.088246	85.612366	93.994778	105.494505	0.442918	0.435411	0.320855	0.646132	0.662919	0.555622	0.691545	0.701753	0.585777	0.977635	1.041248	0.883103
8	WT	2021-12-26	HMG-4del2ins	5month	M	0.286	3.5	0.173611111111111	133	2015-08-21T00:00:00Z	2021-08-22T00:00:00Z	Callie	7		HMG	outframe	5	HMG_OUT_4del2ins	HMG	101.392113	119.341978	104.399929	-72.642190	-70.818544	-71.426425	140.625000	127.659574	123.711340	0.294887	0.271405	0.285585	0.499950	0.463839	0.450440	0.581091	0.511212	0.530488	0.793473	0.783970	0.763537
9	MUT	2021-06-24	ATR1-16del	3month	F	0.132	2.501	0.25	131	2021-02-14T00:00:00Z	2021-06-02T00:00:00Z	Angie	5		ATR1	outframe	3	ATR1_OUT_16	ATR1	152.119145	145.025559	152.973038	-38.034193	-39.364311		62.745098	69.666183	85.836910	0.259857	0.175693	0.191621	0.564714	0.470069	0.420697	0.488447	0.426968	0.447204	0.889007	0.799614	0.742282
9	MUT	2021-06-29	ATR1-3del	3month	M	0.224	3.35	5.15	136	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Angie	3		ATR1	inframe	3	ATR1_IN_3	ATR1	136.355207	124.342951	116.551243	-120.253137	-113.827372	-111.532451	70.796460	70.339977	76.824584	0.225377	0.259121	0.251665	0.426740	0.460583	0.482003	0.500361	0.516026	0.522312	0.789204	0.775626	0.873229
9	MUT	2021-07-30	SET-6del	3month	M	0.156	2.579	0.214583333333333	118	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	7	heart bulge	SET	inframe	3	SET_IN_6	SET	54.516442	56.396311	58.746174	-124.877565	-132.296347	-137.701033	128.686327	102.689487	92.071611	9.752556	10.033267	11.072094	10.388194	11.340233	13.177208	5.175545	5.379731	5.829084	5.313605	5.779503	6.380365
9	MUT	2021-07-31	SET-13del	3month	M	0.189	2.151	0.225694444444444	119	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6	heart bulge	SET	outframe	3	SET_OUT_13	SET	49.206639	51.062510	49.630846	-132.560990	-133.860131	-134.575948	128.418549	132.596685	112.570356	4.184870	4.144651	4.729471	5.526006	5.772026	6.128529	3.099304	3.034575	3.444739	3.818102	3.758818	4.136791
9	MUT	2021-08-05	HMG-9del	5month	F	0.198	2.43	0.1375	173	2021-02-14T00:00:00Z	2021-06-05T00:00:00Z	Callie	5		HMG	inframe	5	HMG_IN_9	HMG	84.803409	92.740638	81.586716	-68.789966	-82.946734	-81.883309	112.808461	79.260238	109.339408	0.164277	0.184236	0.283145	0.303563	0.331371	0.381705	0.357017	0.387185	0.510232	0.548176	0.622829	0.648515
9	MUT	2021-08-07	HMG-4del2ins	5month	M	0.239	2.728	0.208333333333333	175	2021-02-14T00:00:00Z	2021-06-03T00:00:00Z	Callie	4	heart bulge	HMG	outframe	5	HMG_OUT_4del2ins	HMG	77.137982	77.574397	78.883661	-160.385903	-154.821476	-159.240253	84.269663	82.758621	83.333333	1.640038	3.474489	3.144118	2.274249	3.682500	3.344046	1.797145	2.677304	2.561056	2.339880	2.797941	2.668325
9	MUT	2021-08-11	ATR1-16del	5month	F	0.134	2.525	0.264583333333333	179	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Callie	6		ATR1	outframe	5	ATR1_OUT_16	ATR1	110.548792	137.649781	133.828343	-251.011743	-257.069756	-237.085190	105.395232	123.287671	109.339408	0.215366	0.221779	0.211201	0.457657	0.462121	0.476332	0.445485	0.462538	0.412668	0.762034	0.802233	0.780829
9	MUT	2021-08-15	ATR1-3del	5month	M	0.209	2.586	0.322222222222222	183	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Callie	3	died :(	ATR1	inframe	5	ATR1_IN_3	ATR1	54.096519	31.432981	29.104597	-71.250211	-64.595675	-58.056351	83.916084	72.115385	74.650078	0.566102	0.572528	0.610118	0.917875	0.928639	0.926073	0.880745	0.882438	0.924924	1.174632	1.185817	1.233960
9	MUT	2021-09-13	SET-6del	5month	M	0.231	2.451	0.209722222222222	163	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	5		SET	inframe	5	SET_IN_6	SET	120.231510	-190.716740	113.585340	-191.161210	122.476601	-192.717201	127.659574	123.711340	119.106700	8.909510	8.869183	8.769757	10.945400	11.078329	11.201628	5.102942	5.090138	5.140214	5.692418	5.990728	5.921552
9	MUT	2021-09-14	SET-13del	5month	M	0.321	3.123	0.180555555555556	164	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6	no heart pheno	SET	outframe	5	SET_OUT_13	SET	185.470895	175.766034	180.348859	-107.688247	-93.592771	-91.626525	88.343558	82.474227	87.272727	0.850290	0.637437	0.739524	1.397375	1.308592	1.343177	1.086101	0.965438	1.017015	1.567709	1.457736	1.603047
9	MUT	2021-10-18	HMG-4del2ins	3month	M	0.148	2.455	0.154166666666667	93	2021-07-18T00:00:00Z	2021-09-29T00:00:00Z	Callie	8		HMG	outframe	3	HMG_OUT_4del2ins	HMG	96.833857	104.997138	105.309932	-122.317798	-118.005304	-117.662265	99.722992	118.226601	121.827411	0.182540	0.168864	0.188831	0.335099	0.324089	0.368142	0.412670	0.392808	0.411819	0.641940	0.625477	0.634099
9	MUT	2021-10-24	HMG-9del	3month	M	0.136	2.474	0.167361111111111	96	2021-07-21T00:00:00Z	2021-10-17T00:00:00Z	Callie	5		HMG	inframe	3	HMG_IN_9	HMG	142.557455	124.698609	128.959653	-98.933156	-82.280725	-104.527655	131.868132	133.333333	129.380054	0.284345	0.225693	0.292570	0.494017	0.441676	0.576663	0.528539	0.485944	0.531687	0.821036	0.775580	0.864692
9	WT	2021-12-14	SET-13del	3month	M	0.199		0.181944444444444	115	2021-08-22T00:00:00Z	2021-10-24T00:00:00Z	Callie	7		SET	outframe	3	SET_OUT_13	SET	159.399774	152.977553	155.629619	-148.741451	-152.766478	-165.344465	132.743363	129.870130	132.596685	0.282619	0.220446	0.240450	0.530527	0.461458	0.520136	0.552560	0.450759	0.491922	0.842441	0.763245	0.785045
10	MUT	2021-08-05	HMG-9del	5month	M	0.163	2.537	0.211805555555556	173	2021-02-14T00:00:00Z	2021-06-05T00:00:00Z	Callie	5		HMG	inframe	5	HMG_IN_9	HMG	71.944122	60.925064	73.123555	-64.340571	-63.170721	-65.900330	104.868914	116.316640	103.746398	0.164581	0.174197	0.170568	0.375651	0.209241	0.318086	0.363474	0.387337	0.365314	0.666217	0.473136	0.553740
10	MUT	2021-09-14	SET-13del	5month	M	0.21	2.723	0.161805555555556	164	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	6	heart pheno	SET	outframe	5	SET_OUT_13	SET	57.539288	83.542664	89.877509	-251.798448	-262.523141	-273.311723	122.866894	123.287671	129.870130	2.961426	3.545095	3.364036	4.589605	4.520156	3.676977	2.254219	2.486696	2.400129	2.845078	2.907067	2.512168
10	MUT	2021-12-14	SET-13del	3month	M	0.144		0.227777777777778	115	2021-08-22T00:00:00Z	2021-10-24T00:00:00Z	Callie	2	Pheno!	SET	outframe	3	SET_OUT_13	SET	66.302676	68.567169	70.169373	-710.751875	-317.457090	-435.217185	135.849057	115.200000	112.676056	3.463348	2.914225	2.719971	4.456934	4.030395	3.830026	2.693785	2.589442	2.309773	3.354821	3.093950	3.122834
10	MUT	2021-12-26	HMG-4del2ins	5month	M	0.222	3.1	0.213888888888889	133	2015-08-21T00:00:00Z	2021-08-22T00:00:00Z	Callie	5	good pic!	HMG	outframe	5	HMG_OUT_4del2ins	HMG	137.945844	132.163713	134.641735	-260.362456	-280.021868	-275.891652	118.811881	123.287671	118.421053	8.446389	8.153974	8.168339	8.674792	8.909846	8.533657	4.877605	4.868491	5.044124	5.132826	5.123638	5.187214
10	WT	2021-06-24	ATR1-16del	3month	M	0.28	2.942	0.231944444444444	131	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Angie	12		ATR1	outframe	3	ATR1_OUT_16	ATR1	102.915793	121.096475	109.084202	-57.678514	-59.849227	-60.469404	78.006501	121.416526	84.269663	0.361210	0.304940	0.346532	0.595723	0.525279	0.565335	0.616064	0.552680	0.605286	0.883445	0.853017	0.842514
10	WT	2021-06-29	ATR1-3del	3month	F	0.194	2.89	6.14	136	2021-02-14T00:00:00Z	2021-05-10T00:00:00Z	Angie	4		ATR1	inframe	3	ATR1_IN_3	ATR1	113.954001	114.093128	110.382782	-46.877263	-47.706952	-45.632741	111.888112	107.865169	107.865169	0.165613	0.177987	0.189754	0.483206	0.547273	0.542424	0.372331	0.412546	0.406324	0.789019	0.918710	0.840478
10	WT	2021-07-30	SET-6del	3month	F	0.215	2.418	0.234027777777778	118	2021-04-04T00:00:00Z	2021-06-18T00:00:00Z	Callie	8		SET	inframe	3	SET_IN_6	SET	102.915712	98.470143	114.355751	-74.164238	-66.407083	-56.105869	168.815944	137.931034	107.142857	0.369242	0.343969	0.368273	0.633036	0.609185	0.674894	0.578348	0.582257	0.635943	0.880319	0.859401	1.018154
